filename,class1,class2,class3,class4,class6,class7,class8,class9,pred_class,true_class
01IsoiSMh5gxyDYTl4CB.txt,-0.3412479096336521,-0.22889696762498546,-0.07504372469827217,-0.13432380528448595,0.2926099345484206,0.30622726727419286,-0.07885924139216033,-0.14987640696665086,7,2
01SuzwMJEIXsK7A8dQbl.txt,-0.11309769755445453,-0.0977454943192954,-0.033752859170596054,-0.05533189258971927,0.22184212526164376,0.19873625013877366,-0.026599993705049944,-0.061393681389275895,6,8
01azqd4InC7m9JpocGv5.txt,-0.15311695676643525,-0.12729839684309788,-0.042160003497067146,-0.07021331890165482,0.30882449321280864,0.26863605028560045,-0.04190850825920036,-0.07752974877192495,6,9
01jsnpXSAlgw6aPeDxrU.txt,-0.25489478345854094,-0.2473996460874044,-0.08860549737764764,-0.15093635704641842,0.30403592055079315,0.29388566206056743,-0.09201863786047032,-0.06590898885029803,6,9
01kcPWA9K2BOxQeS5Rju.txt,-0.22319351830042147,-0.29853576713622537,-0.13139240330778576,-0.20639599468889513,0.14514265913712107,0.09718271505356788,-0.1308015892158383,-0.2206560744544441,6,1
02IOCvYEy8mjiuAQHax3.txt,-0.48542761990611655,-0.8579065394299699,-0.9165746376254151,-0.9678286492184192,-0.9629931448027309,-0.8796602149787532,-0.9942564800278547,-0.917607693514192,1,6
02JqQ7H3yEoD8viYWlmS.txt,-0.32129140593882655,-0.05422118707238449,-0.07996063111738948,-0.14433107786282032,0.016193516207913015,0.11136578296889739,-0.08552081211859262,-0.16016725061144096,7,2
02K5GMYITj7bBoAisEmD.txt,-0.1475673938523713,-0.008496935927598303,-0.015037445425777122,-0.0489998388900474,0.28029075026045297,0.2688942150652359,-0.028173581968291263,-0.039456747146947795,6,2
02MRILoE6rNhmt7FUi45.txt,-0.3243804000867394,-0.08661434326851192,-0.08018547578285166,-0.13386294914869437,0.3849293215154447,0.316431821000952,-0.07883628228661374,-0.14907755173358944,6,2
02mlBLHZTDFXGa7Nt6cr.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
02zcUmKV16Lya5xqnPGB.txt,-0.3007112591459753,-0.12574355050699781,-0.05623212233034694,-0.1119982686823137,0.46373442440524487,0.3788379687483117,-0.06565410769824684,-0.12381454756181752,6,2
03nJaQV6K2ObICUmyWoR.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
04BfoQRA6XEshiNuI7pF.txt,-0.44155066504293383,-0.5761258933807978,-0.18046329102365785,-0.4671568039108738,0.17827007299719577,0.3168071484642273,-0.33420017070143443,-0.48271644154972077,7,3
04EjIdbPV5e1XroFOpiN.txt,-0.06983736450041123,-0.02941345961488234,-0.00636816187637697,-0.020244133798970526,0.39318497496872307,0.37387340387628093,-0.01236377471550282,0.033867128235160235,6,1
