filename,class1,class2,class3,class4,class6,class7,class8,class9,pred_class,true_class
01IsoiSMh5gxyDYTl4CB.txt,0.017722015054442312,0.05748366912585024,0.004928543681997031,0.0,0.41355032392240537,0.42960822950004124,0.0,0.0,7,2
01SuzwMJEIXsK7A8dQbl.txt,0.001922168380323422,0.0004934541967176885,0.0,0.0007587241774602807,0.26174654365534544,0.24150022105609892,0.007986496820947073,0.0,6,8
01azqd4InC7m9JpocGv5.txt,0.0047066226881129596,0.0008914567324971085,0.001062416309962094,0.0,0.3622003838595627,0.3278092570779542,0.0,0.0,6,9
01jsnpXSAlgw6aPeDxrU.txt,0.003321425608894672,0.004042162125591817,0.005081448194156277,0.0,0.42234881118860684,0.4179723467053614,0.0,0.11502262737114519,6,9
01kcPWA9K2BOxQeS5Rju.txt,0.023934010293236736,0.0,0.0,0.0,0.339941101205236,0.2898517461604675,0.0,0.0,6,1
02IOCvYEy8mjiuAQHax3.txt,0.04176061196418338,0.0,0.0,0.0,0.025702439557479407,0.03574785507636767,0.0,0.0,1,6
02JqQ7H3yEoD8viYWlmS.txt,0.011415755829117748,0.2215412426400511,0.0066671132026572015,0.0,0.19446544440372704,0.2797321722953773,0.0,0.0,7,2
02K5GMYITj7bBoAisEmD.txt,0.061252191025344946,0.09643216867580656,0.013195132060084457,0.0,0.3279273805254217,0.31966429103680316,0.0,0.015570663134535494,6,2
02MRILoE6rNhmt7FUi45.txt,0.014416251460106206,0.20665293055105283,0.0,0.0,0.492160642802095,0.4401876326589124,0.0,0.0,6,2
02mlBLHZTDFXGa7Nt6cr.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
02zcUmKV16Lya5xqnPGB.txt,0.011709516897067025,0.13844226477761887,0.01022672963524194,0.0,0.5440354482795638,0.4748824349571513,0.0,0.0016319385713503783,6,2
03nJaQV6K2ObICUmyWoR.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
04BfoQRA6XEshiNuI7pF.txt,0.002209603766308106,0.0006389043189213808,0.11751231387138401,0.0,0.5490538065249015,0.6507613808128679,0.007400575705607375,0.0,7,3
04EjIdbPV5e1XroFOpiN.txt,0.04258769295454459,0.018325283562552884,0.0062186860842151906,0.0013992500738923455,0.41143902837232116,0.39338702726221453,0.0,0.05731080461567671,6,1
04QzZ3DVdPsEp9elLR65.txt,0.002189034314420842,0.0006329566862059566,0.12964195938013295,0.0,0.5422174029782307,0.6669444711519522,0.0,0.0,7,3
04cvLCVPqBMs6yn5xGlE.txt,0.0012212884818817698,0.008034658851885092,0.1284538010365035,0.0,0.5639073563986728,0.6198187252010179,0.0,0.0,7,3
04hSzLv5s2TDYPlcgpHB.txt,0.018881954290530235,0.000526952698717509,0.0,0.0,0.2627411021802201,0.24110444818479781,0.0,0.0,6,8
04mcPSei852tgIKUwTJr.txt,0.019506845144328194,0.02597480552573248,0.006040842107174288,0.0,0.374757637251237,0.38377004296954237,0.0,0.1548268730110296,7,9
04sJnMaORYc1SV5pKjrP.txt,0.0037803840279618064,0.0,0.12117795988743772,0.0,0.5269425625721532,0.6535923792892344,0.0,0.0,7,3
