filename,class1,class2,class3,class4,class6,class7,class8,class9,pred_class,true_class
01IsoiSMh5gxyDYTl4CB.txt,0.09300326197820007,0.11988007384266273,0.01871984918584021,0.00711306701398315,0.44242061950409645,0.45286450107180215,0.014806506583247366,0.0098276186835571,7,2
01SuzwMJEIXsK7A8dQbl.txt,0.01311023599742377,0.005964437040294118,0.0018595836859567388,0.0050833210025634686,0.26298022036135715,0.24232531036045984,0.00798629103113486,0.0,6,8
01azqd4InC7m9JpocGv5.txt,0.023264243060521713,0.015474131406426811,0.0010586610790132933,0.0016092949447642745,0.36109937619584415,0.32679136275645654,0.01084896169818665,0.0,6,9
01jsnpXSAlgw6aPeDxrU.txt,0.04916457713026641,0.027887745007197595,0.005073644833077816,0.0,0.4217002283144267,0.4186830948822901,0.0,0.11484599207756838,6,9
01kcPWA9K2BOxQeS5Rju.txt,0.05624447889851336,0.019414784332009317,0.0,0.007319104049610285,0.34493587376224116,0.29419414637234526,0.027709882660450925,0.008454115411214115,6,1
02IOCvYEy8mjiuAQHax3.txt,0.1791994842489805,0.018184527242886446,0.0,0.08406454785966588,0.024911405064434112,0.03464765653861594,0.07717589525497366,0.07990581327845732,1,6
02JqQ7H3yEoD8viYWlmS.txt,0.07966640572140955,0.2537136702039941,0.012876874321469924,0.018172560101497134,0.21161853217245374,0.28818920898132977,0.004981636024188413,0.0032610887201252703,7,2
02K5GMYITj7bBoAisEmD.txt,0.1455089342357269,0.13982131710553464,0.020052308500437876,0.023236261605181607,0.33435369396208264,0.3295490956597166,0.01797750587062759,0.02008735006250993,6,2
02MRILoE6rNhmt7FUi45.txt,0.09243512789289719,0.2441783992973394,0.0,0.015264786113317715,0.5096224670050721,0.4502216491062384,0.00415927047353754,0.0025660311032966766,6,2
02mlBLHZTDFXGa7Nt6cr.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
