filename,class1,class2,class3,class4,class6,class7,class8,class9,pred_class,true_class
01IsoiSMh5gxyDYTl4CB.txt,0.125,0.17592592592592593,0.004629629629629629,0.0,0.12962962962962962,0.14351851851851852,0.0,0.0,2,2
01SuzwMJEIXsK7A8dQbl.txt,0.1111111111111111,0.009259259259259259,0.0,0.009259259259259259,0.09259259259259259,0.1111111111111111,0.046296296296296294,0.0,1,8
01azqd4InC7m9JpocGv5.txt,0.2719298245614035,0.043859649122807015,0.017543859649122806,0.0,0.2543859649122807,0.2719298245614035,0.0,0.0,1,9
01jsnpXSAlgw6aPeDxrU.txt,0.08333333333333333,0.03571428571428571,0.011904761904761904,0.0,0.16666666666666666,0.2261904761904762,0.0,0.21428571428571427,7,9
01kcPWA9K2BOxQeS5Rju.txt,0.2692307692307692,0.0,0.0,0.0,0.28846153846153844,0.21153846153846154,0.0,0.0,6,1
02IOCvYEy8mjiuAQHax3.txt,0.22580645161290322,0.0,0.0,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,1,6
02JqQ7H3yEoD8viYWlmS.txt,0.08074534161490683,0.33540372670807456,0.006211180124223602,0.0,0.12422360248447205,0.15527950310559005,0.0,0.0,2,2
02K5GMYITj7bBoAisEmD.txt,0.30347349177330896,0.113345521023766,0.003656307129798903,0.0,0.04753199268738574,0.056672760511883,0.0,0.010968921389396709,1,2
02MRILoE6rNhmt7FUi45.txt,0.1099476439790576,0.38219895287958117,0.0,0.0,0.14659685863874344,0.16230366492146597,0.0,0.0,2,2
02mlBLHZTDFXGa7Nt6cr.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
02zcUmKV16Lya5xqnPGB.txt,0.15566037735849056,0.35377358490566035,0.009433962264150943,0.0,0.13679245283018868,0.14622641509433962,0.0,0.0047169811320754715,2,2
03nJaQV6K2ObICUmyWoR.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
04BfoQRA6XEshiNuI7pF.txt,0.1,0.025,0.075,0.0,0.4,0.6,0.05,0.0,7,3
04EjIdbPV5e1XroFOpiN.txt,0.3419506462984724,0.03760282021151586,0.004700352526439483,0.0035252643948296123,0.036427732079905996,0.03760282021151586,0.0,0.01645123384253819,1,1
04QzZ3DVdPsEp9elLR65.txt,0.09523809523809523,0.023809523809523808,0.07142857142857142,0.0,0.38095238095238093,0.5714285714285714,0.0,0.0,7,3
04cvLCVPqBMs6yn5xGlE.txt,0.058823529411764705,0.0196078431372549,0.058823529411764705,0.0,0.43137254901960786,0.5294117647058824,0.0,0.0,7,3
04hSzLv5s2TDYPlcgpHB.txt,0.16883116883116883,0.012987012987012988,0.0,0.0,0.11688311688311688,0.12987012987012986,0.0,0.0,1,8
04mcPSei852tgIKUwTJr.txt,0.14953271028037382,0.037383177570093455,0.009345794392523364,0.0,0.1308411214953271,0.17757009345794392,0.0,0.16822429906542055,7,9
04sJnMaORYc1SV5pKjrP.txt,0.1794871794871795,0.0,0.07692307692307693,0.0,0.4358974358974359,0.5897435897435898,0.0,0.0,7,3
05EeG39MTRrI6VY21DPd.txt,0.3349282296650718,0.05263157894736842,0.004784688995215311,0.0,0.1339712918660287,0.14832535885167464,0.0,0.0,1,1
05IXcWGxvnkto4sq17zZ.txt,0.3516819571865443,0.1743119266055046,0.0030581039755351682,0.0,0.08868501529051988,0.09785932721712538,0.0,0.009174311926605505,1,2
