x_ngram,file_count
x10_x55_x59,2394
x9_x11_x3,2444
x36_x37_x7,1906
x2_x3_x4,2345
x7_x7_x8,2455
x2_x3_x6,1290
x20_x6_x7,1573
x10_x10_x11,2249
x14_x13_x8,2411
x12_x13_x7,2388
x7_x16_x52,1699
x5_x3_x6,2376
x8_x47_x36,1620
x36_x37_x16,1424
x1_x2_x3,2109
x12_x15_x5,2074
x7_x8_x14,2434
x15_x5_x3,1657
x1_x2_x42,1649
x16_x17_x18,2204
x10_x10_x55,2392
x6_x7_x7,2469
x14_x15_x5,1399
x6_x45_x46,1440
x45_x46_x37,1480
x7_x7_x7,2470
x46_x37_x8,1449
x18_x7_x7,2104
x4_x5_x42,1248
x7_x8_x9,2453
x20_x6_x45,1437
x10_x10_x12,2230
x13_x7_x7,2443
x37_x16_x17,1429
x10_x12_x13,2228
x8_x14_x13,2376
x10_x11_x42,1778
x11_x42_x43,2011
x11_x1_x2,2301
x43_x37_x7,2408
x10_x12_x15,2068
x37_x7_x8,1864
x8_x9_x10,2453
x10_x10_x35,1647
x8_x9_x11,2463
x9_x11_x21,1730
x62_x63_x15,1261
x44_x20_x6,1437
x8_x14_x15,2410
x21_x22_x6,1277
x12_x13_x8,2158
x8_x9_x35,1854
x3_x6_x7,2372
x7_x7_x16,2395
x47_x36_x37,1693
x7_x7_x30,1391
x16_x17_x48,1452
x9_x10_x10,2437
x7_x8_x5,1578
x11_x3_x6,2445
x9_x10_x11,2040
x9_x12_x13,2421
x5_x42_x43,2162
x15_x5_x42,1835
x7_x16_x17,2176
x2_x42_x43,1721
x4_x5_x3,2452
x42_x43_x37,2322
x11_x3_x4,1718
x13_x8_x14,2328
x8_x9_x12,2009
x10_x35_x36,1875
x35_x36_x37,1878
x15_x9_x12,2299
x5_x21_x65,1589
x17_x18_x8,1997
x48_x20_x6,1447
x9_x35_x36,1854
x55_x59_x60,2376
x11_x21_x22,1333
x13_x8_x9,2242
x9_x10_x12,2077
x3_x6_x8,2429
x18_x8_x9,2086
x37_x8_x14,1428
x46_x37_x7,1408
x6_x8_x9,2443
x9_x11_x1,2383
x22_x6_x7,1713
x5_x3_x4,2419
x2_x1_x2,1800
x14_x13_x7,1994
x1_x2_x1,1802
x37_x7_x7,2423
x8_x5_x3,1736
x17_x18_x7,1914
x15_x9_x10,2402
x10_x11_x1,1746
x3_x4_x5,2452
x13_x7_x8,1957
x4_x5_x21,1479
x17_x48_x20,1449
x14_x15_x9,2391
x10_x10_x10,2394
x152_x124_x153,2034
x138_x164_x165,2034
x7_x16_x31,2233
x59_x88_x43,1672
x124_x161_x140,2034
x166_x160_x152,2034
x23_x150_x151,2034
x151_x152_x124,2035
x161_x138_x164,2034
x158_x73_x124,2035
x143_x166_x160,2034
x164_x165_x152,2034
x161_x143_x166,2034
x163_x158_x73,2073
x159_x160_x152,2034
x143_x74_x158,2034
x74_x158_x73,2071
x143_x74_x163,2035
x124_x161_x143,2034
x161_x138_x167,2039
x165_x152_x124,2034
x55_x59_x97,1582
x162_x151_x152,2034
x125_x23_x150,2034
x153_x159_x160,2034
x11_x21_x65,1386
x60_x6_x7,2200
x16_x31_x125,2147
x167_x10_x10,2153
x124_x153_x159,2034
x160_x152_x124,2034
x124_x161_x138,2034
x150_x151_x152,2034
x65_x22_x6,1895
x152_x124_x161,2034
x15_x9_x11,1452
x138_x167_x10,2047
x73_x124_x153,2034
x59_x60_x6,2201
x55_x59_x88,1671
x6_x7_x16,2206
x74_x163_x158,2063
x22_x6_x8,1479
x124_x153_x154,2034
x31_x125_x23,2035
x154_x155_x156,2034
x153_x154_x155,2034
x21_x65_x22,1480
x157_x143_x74,2034
x155_x156_x157,2034
x140_x162_x151,2034
x156_x157_x143,2034
x88_x43_x37,1672
x161_x140_x162,2034
x59_x60_x4,1316
x12_x15_x9,1348
x7_x16_x176,1424
x36_x37_x8,1414
x10_x11_x3,2016
x55_x59_x174,1293
x9_x12_x15,1602
x15_x14_x13,1532
x5_x1_x2,1347
x14_x15_x14,1240
x6_x7_x8,1796
