x_ngram,file_count
x9_x11_x3,1404
x36_x37_x7,1139
x7_x7_x8,1513
x5_x3_x6,1395
x30_x24_x25,1018
x6_x7_x7,1471
x59_x60_x4,860
x18_x7_x7,1461
x65_x65_x65,947
x10_x12_x13,1433
x10_x12_x15,1202
x4_x14_x15,881
x10_x10_x35,929
x3_x6_x7,1453
x55_x59_x97,793
x9_x12_x15,1204
x7_x8_x83,990
x47_x36_x37,994
x7_x8_x5,1351
x11_x3_x6,1440
x11_x21_x65,1020
x60_x6_x7,1213
x9_x10_x11,1385
x5_x42_x43,1125
x167_x10_x10,1094
x42_x43_x37,1276
x8_x9_x12,1288
x10_x35_x36,963
x9_x10_x12,1233
x24_x25_x7,1009
x37_x8_x14,801
x55_x59_x88,889
x22_x6_x8,1139
x2_x1_x2,968
x14_x13_x7,1373
x1_x2_x1,971
x37_x7_x7,1473
x8_x5_x3,1341
x17_x18_x7,1145
x13_x8_x5,869
x21_x65_x65,945
x14_x15_x9,1141
x88_x43_x37,1060
x7_x30_x24,1061
x10_x10_x10,1402
x15_x14_x13,1178
x20_x6_x7,1011
x10_x10_x11,1383
x14_x13_x8,1258
x12_x13_x7,1415
x7_x16_x52,991
x7_x16_x31,1321
x4_x14_x13,1014
x59_x88_x43,912
x8_x47_x36,904
x1_x2_x3,1127
x3_x4_x14,985
x7_x8_x14,1458
x15_x5_x3,1035
x12_x15_x9,1197
x16_x17_x18,1152
x14_x15_x5,1006
x7_x7_x7,1510
x7_x8_x9,1502
x10_x10_x12,1399
x13_x7_x7,1474
x8_x14_x13,1475
x36_x37_x8,803
x10_x11_x3,1413
x10_x11_x42,1170
x11_x42_x43,1273
x43_x37_x7,1413
x37_x7_x8,1161
x8_x9_x10,1489
x8_x9_x11,1437
x9_x11_x21,1053
x8_x14_x15,1234
x12_x13_x8,1240
x9_x10_x55,1169
x7_x7_x16,1397
x55_x56_x57,836
x9_x10_x10,1463
x10_x55_x56,843
x9_x12_x13,1261
x14_x15_x14,1173
x7_x16_x17,1163
x4_x5_x3,1290
x8_x5_x42,975
x31_x125_x13,936
x11_x3_x4,1326
x65_x22_x6,1130
x6_x7_x8,1384
x13_x8_x14,1171
x35_x36_x37,1059
x5_x21_x65,901
x8_x9_x55,933
x12_x15_x14,1149
x13_x8_x9,1239
x3_x6_x8,1347
x46_x37_x7,775
x6_x8_x9,1357
x5_x3_x4,1136
x21_x65_x22,996
x15_x9_x10,1222
x10_x11_x1,1178
x3_x4_x5,1313
x13_x7_x8,1261
x4_x5_x21,931
