x_ngram,file_count
x9_x11_x3,2444
x36_x37_x7,1906
x7_x7_x8,2455
x5_x3_x6,2376
x6_x7_x7,2469
x59_x60_x4,1316
x18_x7_x7,2104
x10_x12_x13,2228
x10_x12_x15,2068
x10_x10_x35,1647
x3_x6_x7,2372
x55_x59_x97,1582
x9_x12_x15,1602
x47_x36_x37,1693
x7_x8_x5,1578
x11_x3_x6,2445
x11_x21_x65,1386
x60_x6_x7,2200
x9_x10_x11,2040
x5_x42_x43,2162
x167_x10_x10,2153
x42_x43_x37,2322
x8_x9_x12,2009
x10_x35_x36,1875
x9_x10_x12,2077
x37_x8_x14,1428
x55_x59_x88,1671
x22_x6_x8,1479
x2_x1_x2,1800
x14_x13_x7,1994
x1_x2_x1,1802
x37_x7_x7,2423
x8_x5_x3,1736
x17_x18_x7,1914
x14_x15_x9,2391
x88_x43_x37,1672
x10_x10_x10,2394
x15_x14_x13,1532
x20_x6_x7,1573
x10_x10_x11,2249
x14_x13_x8,2411
x12_x13_x7,2388
x7_x16_x52,1699
x7_x16_x31,2233
x59_x88_x43,1672
x8_x47_x36,1620
x1_x2_x3,2109
x7_x8_x14,2434
x15_x5_x3,1657
x12_x15_x9,1348
x16_x17_x18,2204
x14_x15_x5,1399
x7_x7_x7,2470
x7_x8_x9,2453
x10_x10_x12,2230
x13_x7_x7,2443
x8_x14_x13,2376
x36_x37_x8,1414
x10_x11_x3,2016
x10_x11_x42,1778
x11_x42_x43,2011
x43_x37_x7,2408
x37_x7_x8,1864
x8_x9_x10,2453
x8_x9_x11,2463
x9_x11_x21,1730
x8_x14_x15,2410
x12_x13_x8,2158
x7_x7_x16,2395
x9_x10_x10,2437
x9_x12_x13,2421
x14_x15_x14,1240
x7_x16_x17,2176
x4_x5_x3,2452
x11_x3_x4,1718
x65_x22_x6,1895
x6_x7_x8,1796
x13_x8_x14,2328
x35_x36_x37,1878
x5_x21_x65,1589
x13_x8_x9,2242
x3_x6_x8,2429
x46_x37_x7,1408
x6_x8_x9,2443
x5_x3_x4,2419
x21_x65_x22,1480
x15_x9_x10,2402
x10_x11_x1,1746
x3_x4_x5,2452
x13_x7_x8,1957
x4_x5_x21,1479
