x_ngram,file_count
x9_x11_x3,569
x7_x7_x8,1011
x15_x14_x13,872
x10_x10_x11,549
x14_x13_x8,893
x12_x13_x7,978
x5_x3_x6,555
x4_x14_x13,568
x7_x8_x14,984
x12_x15_x9,713
x6_x7_x7,894
x7_x7_x7,1011
x7_x8_x9,1011
x10_x10_x12,899
x13_x7_x7,986
x10_x12_x13,930
x8_x14_x13,984
x10_x11_x3,570
x10_x12_x15,791
x8_x9_x10,996
x8_x9_x11,570
x8_x14_x15,854
x12_x13_x8,897
x3_x6_x7,590
x9_x12_x15,768
x9_x10_x10,922
x11_x3_x6,588
x9_x10_x11,543
x9_x12_x13,965
x14_x15_x14,749
x11_x3_x4,509
x6_x7_x8,659
x13_x8_x14,796
x8_x9_x12,969
x15_x9_x12,660
x12_x15_x14,800
x13_x8_x9,908
x9_x10_x12,902
x3_x6_x8,525
x6_x8_x9,551
x14_x13_x7,978
x37_x7_x7,743
x15_x9_x10,740
x13_x7_x8,952
x14_x15_x9,760
x10_x10_x10,905
x85_x57_x7,576
x10_x10_x55,605
x9_x55_x56,585
x57_x7_x8,562
x9_x10_x55,641
x7_x8_x83,545
x55_x56_x57,658
x60_x6_x7,632
x10_x55_x56,663
x55_x56_x82,548
x57_x7_x7,763
x59_x60_x6,552
x56_x57_x7,701
x84_x85_x57,555
x10_x55_x59,538
x8_x9_x55,534
x55_x59_x60,579
